Recording Arts - S,"This is a semester course designed to introduce students to the principles of sound engineering and production. As with any art, there are technical skills that must be learned in order to make a creative expression. Objectives in Recording Arts are both technical and creative. Technical objectives include learning about sound and acoustics as well as developing the &ldquo;ear&rdquo; of the students; that is, increasing their ability to interpret better what they hear. Becoming familiar with equipment by hands-on experience in a multi-track recording studio is also part of the technical side. Students are exposed to analog and digital formats.
During the course the class does a production of a song. Producing involves arrangement, recording and mixing tracks of instruments and vocals. This project serves as a vehicle for producing a sound picture. The sound picture is the focus of the course. The same tracks can sound many different ways depending on the equalization (the ability to increase or decrease the volume of selected frequencies of an individual track), panning (the ability to place a track anywhere in the stereo spectrum), effects (choruses, early reflections, delays, etc.), reverberation and the relative volumes of the instruments with one another and with the vocals.
Deciding upon the blend of these parameters is mixing, the heart of Recording Arts. For example, if the music is rhythmical, certain special effects can accent or punctuate the rhythm. Another example is the selection of the type of reverberation. Some types of reverberation can give a full sound to a recording while other types can add to a haunting feel. Mixing falls into the creative side of the course since the way the song will sound is a matter of interpretation and expression of the one at the controls. This is where the sound picture is painted. The sound of the final product is integrated with the song and its arrangement, adding to the total feel of the music, which in turn strengthens the emotional connection with the listener.
Recording Arts is largely a laboratory-type course, and therefore, attendance and participation are essential. The students take increasing control of the studio and project as the semester moves along. One of the goals is to let them &ldquo;run the ship&rdquo; by the end of the course.",0.5,Arts
Acting I - S,"Open to all students, whether novice actor or veteran performer, this course introduces the basics of acting: concentration, relaxation, observation, and characterization. Students learn juggling and pantomime techniques and use daily improvisations and theater games to build characterization skills and create original material for performance. At the end of the semester, they perform short scenes and monologues, both scripted and original. Additionally, students attend and critique local theater performances.",0.5,Arts
Acting II - S,,0.5,Arts
Stagecraft - S,"In this course, students learn the basics of set construction and scenery and lighting design. They build, paint, light a set and serve as stage crew for one major Indian Springs theater production during the semester. In addition, students set up and run lights, sound, and media for Town Meetings and other school functions on a rotating basis.",0.5,Arts
Art 8,,1,Arts
AP Studio Art,,1,Arts
Stage Band--F,,0.5,Arts
Stage Band - S,,0.5,Arts
Adv. Photo Ind. Study,,1,Arts
Digital Photography - F,,0.5,Arts
Digital Photography - S,,0.5,Arts
Musical Theater - S,"Students in this course will create a short original musical theatre piece and perform it for the ISS community. The creation of the book, music and lyrics for this show will be a collaborative effort between students and instructor. Students will brainstorm to create the plot, characters, themes, etc. and also decide where songs (and dances) should be inserted, what part of the story they need to carry, etc. Classic musicals on film will be analyzed for their structural elements. These musicals could include ""Oklahoma,"" ""My Fair Lady,"" ""Fiddler on the Roof,"" ""JC Superstar,"" ""Rent,"" ""Chicago,"" etc.
This is a performance-related course, and although additional actors may be needed for this show, students who take this course will be expected to perform in it even if they are not seasoned actors.",0.5,Arts
Explorative Drawing & Mixed Media - IS,,1,Arts
Architectural Drawing - IS,,0.5,Arts
Advanced Abstraction - IS,,0.5,Arts
Woodworking - S,,0.5,Arts
Creating Visual Rhetoric,,0.5,Arts
Contemporary Music Ensemble - F,,0.5,Arts
Contemporary Music Ensemble - S,,0.5,Arts
Portfolio Preparation,,0.5,Arts
Portfolio Preparation G,,0.5,Arts
Portfolio Preparation FY - IS,,1,Arts
Fashion Design - IS-S,,0.5,Arts
Exploring Expressionism - IS,,0.5,Arts
Computer Prog./Website Maint. - IS,,0.5,Arts
Interior Design - IS,,0.5,Arts
Anatomical Art - IS,,0.5,Arts
Illustration - IS,,0.5,Arts
Advanced Music Theory,,1,Arts
Exploring Color Theory - IS,,0.5,Arts
Feminist Art,,0.5,Arts
Choir,"Choir is a year-long course, taken without credit. Many Indian Springs students participate in the choir. The 150-member Concert Choir practices daily during school hours. The smaller, 60-member Chamber Choir rehearses on Monday evenings. Through these rigorous musical experiences, students have the opportunity to sing for a variety of audiences from elementary school children to symphony goers.",0,Arts
Adv. Photo Ind. Study,,1,Arts
Explorative Drawing & Mixed Media - IS,,1,Arts
Art 8,,1,Arts
AP Studio Art - F,,0.5,Arts
Music Ensemble Performance - F,"In this yearlong course, students undertake the study and performance of selected classical works for ensembles of two or more musicians. The course consists of at least one weekly coaching session with the instructor, two required practice sessions, and one weekly musicianship class. Students enrolled in the course are required to study a minimum of four musical works and are expected to perform in at least three concerts. Students may choose to take this course for credit.",0.5,Arts
Advanced Music Theory,,1,Arts
Photography of Social Issues - IS,,0.5,Arts
Advanced Topics in Music Theory,,0.5,Arts
Audition Preparation - S,,0.5,Arts
School Play Production - S,,0.5,Arts
Choral Literature - S,,0.5,Arts
Adv. Contemporary Music Ensemble - F,,0.5,Arts
Introduction to Architecture- IS,,0.5,Arts
Re-Creation through Fabric Arts- IS,,0.5,Arts
Yearbook Layout and Design - S,,0.5,Arts
Illustration-S,,0.5,Arts
"Strength, Struggle, and Staying the Course",,0.5,Arts
Advanced Contemporary Ensemble - S,,0.5,Arts
Advanced Ear Training and Harmony Application,,1,Arts
Choral Conducting and Score Study,,0.5,Arts
The Study of Forge making and Forging,,0.5,Arts
Power of Photography-IS-F,,0.5,Arts
Beginning BW Photography-IS-F,,0.5,Arts
Digital Painting-IS-F,,0.5,Arts
Experimental Music - S,,0.5,Arts
Jazz Harmony and Improvisation- IS-S,,0.5,Arts
Playwriting- IS-S,,0.5,Arts
19th  & 20th Century Music History: Was of the Romantics- IS-S,,0.5,Arts
Contemporary Ensemble Teaching Assistant- IS,,1,Arts
A Conductor's Guide to BWV 71- IS-S,,0.5,Arts
Social Media Internship - Photography - IS- S,,0.5,Arts
Independent Study in Digital Photography,,0.5,Arts
Adobe Premier,,0.5,Arts
School Musical Production - F,,0.5,Arts
Playing Shakespeare - F,,0.5,Arts
Directing and Stage Management - F,,0.5,Arts
AP Studio Art - S,,0.5,Arts
Music Ensemble Performance - S,,0.5,Arts
Choral Conducting/Schola,,0.5,Arts
Beyond the Fundamentals of Ceramics- IS-F,,0.5,Arts
Illustration- IS,,1,Arts
Advanced Concepts in Recording Arts - IS - F,,0.5,Arts
Advanced Photography - IS,,1,Arts
Fundamental Music Theory - IS - F,,0.5,Arts
Musical Engineering - IS - F,,0.5,Arts
Exploring the Medium: Acrylic Painting- IS-S,,0.5,Arts
Senior Portfolio- IS-S,,0.5,Arts
Principles of Ceramics-IS-S,,0.5,Arts
Adobe Platforms,,0.5,Arts
Drawing and Design,,0.5,Arts
Drawing and Design,,0.5,Arts
Sculpture,,0.5,Arts
Sculpture,,0.5,Arts
Acting I,,0.5,Arts
Acting II,,0.5,Arts
Advanced Contemporary Music Ensemble,,0.5,Arts
Advanced Contemporary Music Ensemble,,0.5,Arts
Advanced Methods in Drawing,,0.5,Arts
Advanced Methods in Sculpture,,0.5,Arts
AP Music Theory,,0.5,Arts
AP Studio Art,,0.5,Arts
Art History,,0.5,Arts
Contemporary Music Ensemble,,0.5,Arts
Contemporary Music Ensemble,,0.5,Arts
Directing and Stage Management,,0.5,Arts
Contemporary Music Ensemble,,0.5,Arts
Contemporary Music Ensemble,,0.5,Arts
Experimental Music,,0.5,Arts
Experimental Music,,0.5,Arts
Introduction to Music Theory,,0.5,Arts
Music History,,0.5,Arts
Musical Ensemble Performance,,1,Arts
Musical Theater,,0.5,Arts
Digital Photography,,0.5,Arts
Digital Photography,,0.5,Arts
Advanced Methods in Photography,,0.5,Arts
Advanced Methods in Photography,,0.5,Arts
Recording Arts,,0.5,Arts
Recording Arts,,0.5,Arts
Yearbook Design and Layout,,0.5,Arts
Theatrical Design & Stagecraft,,0.5,Arts
Adobe Photoshop I,,0.5,Arts
Adobe Photoshop I,,0.5,Arts
Wright Elective,,0.5,Arts
Art 8,,0.5,Arts
Art 8,,0.5,Arts
Chamber Choir,,0,Arts
Illustration,,0.5,Arts
Advanced Performance Ensemble,,0.5,Arts
Introduction to Black & White Photography,,0.5,Arts
Introduction to Black & White Photography,,0.5,Arts
Theatrical Design & Stagecraft,,0.5,Arts
Classical Music Ensemble,,0.5,Arts
Classical Music Ensemble,,0.5,Arts
Advanced Art Portfolio,,0.5,Arts
Playwriting,,0.5,Arts
Choral Conducting & Literature,,0.5,Arts
Advanced Acting,,0.5,Arts
Intro to Contemporary Music Ensemble,,0.5,Arts
Intro to Contemporary Music Ensemble,,0.5,Arts
Advanced Art Portfolio,,0.5,Arts
Intro to Computer Programming - F,,0.5,Computer Science
Intro  to Computer Programming - S,,0.5,Computer Science
Clear Touch,Clear Touch Interactive Info and Videos,,Computer Science
Introduction to HTML and Web Design - IS,,0.5,Computer Science
Advandced Topics in Computer Science-IS,,0.5,Computer Science
Robotics,,1,Computer Science
AP Computer Science A,,1,Computer Science
Web Design,,0.5,Computer Science
Discovering WordPress-IS,,0.5,Computer Science
Exploring 3D Printing-IS,,0.5,Computer Science
Engineering Solutions,,1,Computer Science
Intro to Computer Networking - F,,0.5,Computer Science
Intro to Linux/Unix - S,,0.5,Computer Science
Algorithm Design - S,,0.5,Computer Science
Website Training,,,Computer Science
Teaching Assistant for Engineering Solutions,,1,Computer Science
Map Our Wifi,,0.5,Computer Science
Dynamic Design in Fusion 360,,0.5,Computer Science
Advanced Topics in Computer Science - S,,0.5,Computer Science
Web Design - F,,0.5,Computer Science
Assembling a Programming Language-IS,,1,Computer Science
Penetration Testing-IS,,1,Computer Science
Introduction to Computer Aided Design- IS-S,,0.5,Computer Science
Intro to Engineering - 3D Design,,0.5,Computer Science
Intro to Engineering - Electronics - S,,0.5,Computer Science
Intermediate Engineering - Fundamental Circuits - S,,0.5,Computer Science
Stats/Big Data/AI,,0.5,Computer Science
Introduction to CNC Milling - IS - F,,0.5,Computer Science
Custom Solutions: Designing Hardware and Software - IS,,1,Computer Science
Swift and iOS Development - IS - F,,0.5,Computer Science
Introduction to CNC Milling - IS - S,,0.5,Computer Science
Intermediate Python - IS - S,,0.5,Computer Science
Advanced Topics in Computer Science,,0.5,Computer Science
AP Computer Science A,,1,Computer Science
Intro to Computer Programming,,0.5,Computer Science
Intro to Computer Programming,,0.5,Computer Science
Intro to Engineering - 3D Design,,0.5,Computer Science
Intro to Engineering - Electronics,,0.5,Computer Science
Web Design,,0.5,Computer Science
Linux,,0.5,Computer Science
"Big Data, Machine Learning, and AI",,0.5,Computer Science
Python Programming,,0.5,Computer Science
English 8,"English 8 provides a strong foundation for further English courses at Indian Springs. Building on and reviewing basic grammar skills, students continue honing their sentence, paragraph and essay writing craft. Students read, analyze, speak and write about various types of literature, further developing their abilities to think and write effectively. Close reading, thorough examinations of diction, characterization, and tone plus spirited group discussions help students discover larger meanings, personal connections and an author&#8217;s purpose in literary works from Ancient to Modern. Students also learn to identify major themes and recurring symbols important throughout literary /human history. Public Speaking/Oral Communication skills are also emphasized throughout the year through informal talks, formal speeches, and memorized Shakespearean monologues. ",1,English
English 9,"Fundamental to this course is the installation of &#8220;literary literacies&#8221; in its students. Students in this course read many works that have impacted the Western Literary canon: <i>Gilgamesh</i>; the Bible; Classical Mythology; <i>Inferno</i>; <i>Romeo and Juliet.</i> Through cross-curricular study with their History curriculum, they learn to understand works in context, to analyze the rhetorical structures of these works, and to appreciate their place in Western cultural context. Students learn to express themselves in formal and informal writing, and to peer-edit and assess their own written work. Grammar and vocabulary study are integrated throughout the course.",1,English
Tenth-Grade English,"<span style=""color: #222222; font-family: arial, sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">This yearlong course emphasizes critical reading and writing skills through the study of canonical and contemporary texts from around the globe.&#160; We will read novels, short stories, drama, creative nonfiction, and poetry written during the Renaissance to the present day, with particular emphasis on works produced during the twentieth and twenty-first centuries.&#160; We will study these texts as cultural records, which illuminate and offer commentary on the contexts from which they come.&#160; Additionally, this course emphasizes writing the literary analysis essay &#8211; making defensible, well-wrought arguments about a text in lucid, edited prose.&#160; Additionally, students will write and edit personal essays in order to search out their voices as writers and values as humans.&#160; Frequent informal writing will also take place in class.&#160; Finally, students will engage in a structured vocabulary development program as well as a review of grammar, mechanics, and usage. </span>",1,English
AP English Language and Composition,"Through an intensive study of works of non-fiction as well as fiction, drama, and poetry, students in this course explore the complexities and nuances of rhetoric and its uses. Designed as a preparation for the AP English Language and Composition exam, the course focuses on helping students to develop close reading techniques and to improve writing in expository and argumentative forms. The shorter material for the course, primarily drawn from The Art of the Personal Essay (Lopate), A World of Ideas (Jacobus), and The Art of the Short Story (Gioia & Gwynn), ranges from classical to contemporary. Longer works include Othello (Shakespeare), Ceremony (Silko), Going After Cacciato (O&rsquo;Brien), The Great Gatsby (Fitzgerald), and To the Lighthouse (Woolf).",1,English
Advanced Placement Literature and Composition,"Offering a challenging and eclectic curriculum, the AP literature elective courses examine styles, trends, and developments in literature from the sixteenth to the twenty-first centuries to help students prepare for the AP exam. While each course explores multicultural and minority voices and styles, the selected works represent some of the best and most enduring literature in poetry, drama, and fiction from around the world. Analyzing, responding to, and writing about the various works they read, students gain an understanding and appreciation for how language teaches students about themselves.",1,English
Play Production - F,"Through a systematic study of one-act plays, this semester course &#8212; open to seniors only &#8212; teaches advanced theatre students the fundamentals of play direction. Through discussions, classroom exercises and written papers, students learn to analyze a script to discern essential stage action, character motivation and playwright&#8217;s intention. Basic directing skills &#8212; play choice, casting, blocking, organizing of rehearsal schedules, and guiding all aspects of a production &#8212; are put into practice when each student chooses a one-act play to direct.Together the Play Production class is responsible for ALL the technical, artistic and promotional aspects of two evenings of one-act plays performed just before the winter holidays. This course is an excellent example of our Indian Springs motto, <i>""Discere Vivendo,"" </i>which means ""Learning Through Living.""",0.5,English
Creative Writing,"A course with multiple goals, this semester elective introduces strategies for analyzing and evaluating creative writing; focuses on developing individual students&#8217; writing skills, interests, and talents; and explores models of good writing in fiction, poetry, and creative non-fiction, drawn from sources such as Writing Fiction (Burroway and Weinberg) and The Making of a Poem: A Norton Anthology of Poetic Forms. Because writing is a means of self-discovery as well as self-expression, students keep journals to start &#8220;writing down the bones, the essential, awake speech of their minds,&#8221; following Natalie Goldberg&#8217;s advice to all writers. Students are also required to submit a portfolio of work and to help develop and contribute to a class-produced literary magazine.",0.5,English
Philosophical Literature,"This one-semester course examines a variety of writers and their answers to the question of living and finding &#8220;peace.&#8221; Students consider the different types of crisis that individuals must face and address in their lives. The reading list may include works by Orlando, The Kite Runner (Hosseini), The Plague (Camus), The Life of Pi (Martel), Steppenwolf (Hesse), She&#8217;s Come Undone (Lamb), Man&#8217;s Search for Meaning (Frankl) and A Year of Magical Thinking (Didion). Coursework also includes relevant films and personal essays. Students write a critical analysis essay on each of the major works and a final paper that incorporates the various philosophical approaches with their own beliefs about the nature of being human and living a meaningful life.",0.5,English
The Bible and Its Influence on Literature,"In this semester-long elective, students read and study portions of the Jewish and Christian scriptures. A major goal of the course is biblical literacy. Students learn to identify and understand biblical allusions in literature. The books of Job, Psalms, and Song of Solomon are also studied as early examples of poetry.",0.5,English
Survey of Dramatic Literature,"This one-semester course begins with a study of the origin and development of Greek drama. Students study at least one full-length play from each of the following eras and authors: Greek tragedy (Medea), English Morality play (Everyman), Shakespearean play (Othello), Restoration and Eighteenth-Century comedy (The School for Scandal), Moliere (The Cheats of Scapin), Nineteenth-Century English comedy (The Importance of Being Earnest), and Twentieth-Century American plays (Death of A Salesman, A Streetcar Named Desire, Fences). Students take a test on each play and complete one research-based paper. The course culminates with a final exam.",0.5,English
Challenging Literature - Spring,"Using banned and challenged books cited in 100 Banned Books (ed. Karolides, Bald, Sova) and titles from the ALA&#8217;s &#8220;100 Most Frequently Challenged books 1990-2000&#8221;, students in this course explore the issues that can lead to a given work&#8217;s being challenged or banned. Using works such as:<i> The Catcher in the Rye</i> (Salinger), <i>The Bluest Eye</i> (Morrison), <i>The Curious Incident of the Dog in the Night-Time</i> (Haddon) and <i>The Bell Jar</i> (Plath), students examine the requirements for challenges, explore their contexts, and discuss the tensions between literary merit and community standards that give rise to these challenges.",0.5,English
Debate - F,"This class covers the basic theories behind argumentation and debate. Students explore the various aspects of logic and reasoning, including the structures of deductive, inductive, and syllogistic arguments. Students learn research and evidence gathering techniques as they build their cases on a variety of topics. The primary focus of the class will be on Public Forum Debate. Students learn how to identify the three debate questions, how to write effective affirmative and negative cases, how to flow a debate round, how to engage in effective cross examination, as well as how to close the round by focusing the winning points. In addition to debate, students explore Original Oratory, Extemporaneous and Impromptu Speaking. Participation in local tournaments is encouraged during the course, with at least one per month being available.",0.5,English
English 11,"This course is intended to help develop close reading, critical thinking and persuasive writing skills. Students must think independently about the concepts they encounter in their reading and express their opinions cogently, creatively, and persuasively in their class discussions, journal entries and essay assignments. While the primary focus is improving analytical thinking and writings skills, students will also have various opportunities to respond personally and creatively in a variety of different ways. Since the 11th grade year in history is devoted to the study of the United States, this course will also place a special emphasis on American literature, keeping as closely as possible to chronological order and as much in sync as is feasible with the American History curriculum.",1,English
Debate-S,"This class covers the basic theories behind argumentation and debate. Students explore the various aspects of logic and reasoning, including the structures of deductive, inductive, and syllogistic arguments. Students learn research and evidence gathering techniques as they build their cases on a variety of topics. The primary focus of the class will be on Public Forum Debate. Students learn how to identify the three debate questions, how to write effective affirmative and negative cases, how to flow a debate round, how to engage in effective cross examination, as well as how to close the round by focusing the winning points. In addition to debate, students explore Original Oratory, Extemporaneous and Impromptu Speaking. Participation in local tournaments is encouraged during the course, with at least one per month being available.",0.5,English
Psychology and Literature,,0.5,English
Epic Poetry-Spring,"This course introduces students to several works of epic poetry from the ancient world through the 20th century and their ongoing literary and cultural influence.&#160; Our central readings are Gilgamesh (anonymous), The Aeneid (Virgil), The Metamorphoses (Ovid), Beowulf (anonymous), Sir Gawain and the Green Knight (anonymous), Paradise Lost (Milton), and long poems with epic qualities, such as The Rime of the Ancient Mariner (Coleridge), Song of Myself (Whitman), The Waste Land (Eliot), Notes Toward a Supreme Fiction (Stevens), and Howl (Ginsberg).&#160; Along the way we will discuss each work's literary, social, and cultural dimensions-such as poetic techniques, the individual versus the group, the human versus the divine-and their intertextuality.&#160; Prior experience with ancient or epic literature is helpful but is not required.&#160; You will write four to five papers and will take a mid-term exam and a final exam.&#160; Careful annotations of, outlines of, and responses to the readings will constitute additional assessment measures.&#160; Vocabulary enrichment and reinforcement-life-long processes-form an additional course component.",0.5,English
Epic Poetry--Fall,"This course introduces students to several works of epic poetry from the ancient world through the 20th century and their ongoing literary and cultural influence.&#160; Our central readings are Gilgamesh (anonymous), The Aeneid (Virgil), The Metamorphoses (Ovid), Beowulf (anonymous), Sir Gawain and the Green Knight (anonymous), Paradise Lost (Milton), and long poems with epic qualities, such as The Rime of the Ancient Mariner (Coleridge), Song of Myself (Whitman), The Waste Land (Eliot), Notes Toward a Supreme Fiction (Stevens), and Howl (Ginsberg).&#160; Along the way we will discuss each work's literary, social, and cultural dimensions-such as poetic techniques, the individual versus the group, the human versus the divine-and their intertextuality.&#160; Prior experience with ancient or epic literature is helpful but is not required.&#160; You will write four to five papers and will take a mid-term exam and a final exam.&#160; Careful annotations of, outlines of, and responses to the readings will constitute additional assessment measures.&#160; Vocabulary enrichment and reinforcement-life-long processes-form an additional course component.",0.5,English
Visual Rhetoric - S,,0.5,English
Breaking the Rules - F,"Students enrolled in this course will explore the &#8220;rules&#8221; of narrative from Modern and Postmodern perspectives. In our society, the multi-focal nature of the transmission of information makes much of Postmodern theory self-evident. The questions, then, become &#8220;Where did it come from?&#8221; and &#8220;Why is (was) it new and different&#8221;? Works studied include: <i>Dubliners</i> (Joyce); <i>Wide Sargasso Sea</i> (Rhys); <i>The French Lieutenant&#8217;s Woman </i>(Fowles); and <i>M. Butterfly</i> (Hwang).",0.5,English
Journalism,,1,English
Personal Narrative - Fall,,0.5,English
Personal Narative - Spring,,0.5,English
Contemporary Literature,,0.5,English
20th Century Poetry and Prose,,0.5,English
Critical Reading & Analytical Writing,,1,English
Personal Narrative,,0.5,English
Writers' Workshop,,0.5,English
Writers' Workshop - S,,0.5,English
World Literature,,0.5,English
Challenging Literature - Fall,,0.5,English
Feminist Literature,,0.5,English
Southern Lit & Culture,,0.5,English
Contemporary Media as Text-IS,,0.5,English
Moral Issues in 19th Century Literature - IS,,0.5,English
Science Fiction Literature - IS,,0.5,English
Rhetoric of War,,0.5,English
Queer Literature & Theory,,0.5,English
Test Course For Faculty Orientation,This is a test course to be used for Faculty Orientation scheduled 8/14/2013.,1,English
Literature of Illness - IS,,0.5,English
Classic Literature,,0.5,English
Survey of Beat Generation,,0.5,English
Breaking the Rules - S,,0.5,English
Experimental Literature - F,,0.5,English
Experimental Literature - S,,0.5,English
English 8,"English 8 provides a strong foundation for further English courses at Indian Springs. Building on and reviewing basic grammar skills, students continue honing their sentence, paragraph and essay writing craft. Students read, analyze, speak and write about various types of literature, further developing their abilities to think and write effectively. Close reading, thorough examinations of diction, characterization, and tone plus spirited group discussions help students discover larger meanings, personal connections and an author&#8217;s purpose in literary works from Ancient to Modern. Students also learn to identify major themes and recurring symbols important throughout literary /human history. Public Speaking/Oral Communication skills are also emphasized throughout the year through informal talks, formal speeches, and memorized Shakespearean monologues. ",1,English
English 9,"Fundamental to this course is the installation of &#8220;literary literacies&#8221; in its students. Students in this course read many works that have impacted the Western Literary canon: <i>Gilgamesh</i>; the Bible; Classical Mythology; <i>Inferno</i>; <i>Romeo and Juliet.</i> Through cross-curricular study with their History curriculum, they learn to understand works in context, to analyze the rhetorical structures of these works, and to appreciate their place in Western cultural context. Students learn to express themselves in formal and informal writing, and to peer-edit and assess their own written work. Grammar and vocabulary study are integrated throughout the course.",1,English
